Name,School,Power,Link,Hometown
Courtney Hubric,Bloomsburg,23.05,/swimmer/505129,"Mohnton, PA"
Jenna Park,Bloomsburg,28.28,/swimmer/453966,"Elizabethtown, PA"
Lindsay Mooney,Bloomsburg,31.42,/swimmer/400463,"Salisbury, MD"
Silvija Taraska,Gannon,26.64,/swimmer/338784,"Mentor, OH"
Makayla Scheu,Edinboro,27.6,/swimmer/367225,"Eden, NY"
Amber Baldani,IUP,25.81,/swimmer/845053,"Zagreb, CRO"
Michelle Lopes,IUP,-1.0,,
Leilani Kunf,Gannon,53.91,/swimmer/510041,"White Oak, PA"
Paige Mikesell,IUP,20.49,/swimmer/401654,"Clearfield, PA"
Alicia Lehman,Bloomsburg,-1.0,,
Carlie Owens,Bloomsburg,36.31,/swimmer/430169,"Douglassville, PA"
Liz Jackson,Bloomsburg,-1.0,,
Grace Beierschmitt,Bloomsburg,37.5,/swimmer/629680,"Dover, PA"
Mandy Geci,Gannon,-1.0,,
Julie Marchioni,Bloomsburg,52.37,/swimmer/401556,"Reynoldsville, PA"
Sarah Murray,Clarion,65.55,/swimmer/592960,"Boardman, OH"
Maddi Stoner,Millersville,-1.0,,
Natalie McGrath,IUP,51.69,/swimmer/475285,"Apex, NC"
Elizabeth Turner,Bloomsburg,44.58,/swimmer/271059,"Collegeville, PA"
Emma Billings,East Stroudsburg,88.73,/swimmer/488192,"Gloucester, NJ"
Stephanie Setar,Clarion,-1.0,,
Marina Cote,SHIP,55.87,/swimmer/627574,"Ralston, NE"
Leah Trocchio,CALU-PA,61.34,/swimmer/563660,"Bridgeville, PA"
Kaitlynn Henninge,Clarion,41.06,/swimmer/398082,"Dover, OH"
Rachel Kennedy,CALU-PA,-1.0,,
Brenna White,SHIP,-1.0,,
Candice Chalus,Clarion,51.67,/swimmer/1230632,"Bethel Park, PA"
Kallie Lyle,SHIP,77.19,/swimmer/843403,"Coplay, PA"
Erin Brandeburg,East Stroudsburg,74.05,/swimmer/629662,"Newville, PA"
Olivia Santee,IUP,32.83,/swimmer/452812,"Bristow, VA"
Kacey Berardinelli,Lock Haven,-1.0,,
Emily Smith,Bloomsburg,46.38,/swimmer/208252,"Bethlehem, PA"
Morgan Furlong,IUP,52.42,/swimmer/466266,"Gainesville, VA"
Clara Gracia,IUP,-1.0,,
Emily Bednar,CALU-PA,-1.0,,
Courtney Kosanovic,Clarion,62.0,/swimmer/1188212,"North Huntingdon, PA"
Avrey Barnes,CALU-PA,78.75,/swimmer/823786,"Bridgeville, PA"
Julia Harnish,East Stroudsburg,74.96,/swimmer/505181,"Lake Stevens, WA"
Sarah Luigard,East Stroudsburg,61.78,/swimmer/378118,"Silver Spring, MD"
Julia McCarthy,West Chester,23.03,/swimmer/342424,"Bethlehem, PA"
Brynn Driscoll,Gannon,34.61,/swimmer/339732,"Hilliard, OH"
Paige Smith,Edinboro,48.62,/swimmer/431962,"Amherst, NY"
Rachel Johnson,IUP,-1.0,,
Mandy Dial,Clarion,-1.0,,
Lily Arledge,Lock Haven,91.77,/swimmer/591320,"Caledonia, OH"
Manisha Kapoor,SHIP,46.94,/swimmer/466107,"Clarksburg, MD"
Riley Weller,SHIP,89.34,/swimmer/793801,"Oil City, PA"
Grace Carey,West Chester,34.76,/swimmer/275642,"West Chester, PA"
Emma O'Neill,West Chester,-1.0,,
Lauren Michaels,West Chester,39.11,/swimmer/417320,"Lewisburg, PA"
Anna Sugra,Bloomsburg,40.35,/swimmer/690536,"Millersville, PA"
Kaylee Kassa,IUP,63.55,/swimmer/817546,"Charleroi, PA"
Sydney Cade,Edinboro,43.38,/swimmer/432495,"Woodhaven, MI"
Lindsey Griffith,IUP,-1.0,,
Gracie McKee,Bloomsburg,-1.0,,
Keara Bedson,Kutztown,-1.0,,
Julie Day,Oklahoma Baptist,-1.0,,
Lauren White,Colorado Mesa,29.53,/swimmer/450116,"Golden, CO"
Jamie Edwards,Oklahoma Baptist,-1.0,,
Maddie Finley,Mines,-1.0,,
Addi Odonnell,WCU,-1.0,,
Sam White,Colorado Mesa,-1.0,,
Logan Anderson,Colorado Mesa,40.3,/swimmer/372388,"Cheyenne, WY"
Emily Moreland,Colorado Mesa,37.98,/swimmer/450029,"Pueblo, CO"
Abbey Desmet,Colorado Mesa,-1.0,,
Ruby Bottai,Colorado Mesa,29.22,/swimmer/419874,"Tucson, AZ"
Hope Hill,Oklahoma Christi,30.39,/swimmer/374639,"Santa Clarita, CA"
Julia Whitfield,CSU-Pueblo,30.26,/swimmer/509985,"Wichita, KS"
Claire Nash,Nebraska Kearney,-1.0,,
Kali Stier,WCU,43.7,/swimmer/405428,"Littleton, CO"
Savanna Barth,Oklahoma Christi,33.56,/swimmer/422745,"Stillwater, OK"
Reese Delfeld,UTPB,39.2,/swimmer/459762,"Dallas, TX"
Sarah Fillerup,Colorado Mesa,33.3,/swimmer/385292,"Murray, UT"
Lydia Medigovich,Oklahoma Baptist,44.92,/swimmer/459993,"Frisco, TX"
Bella Walters,Colorado Mesa,100.0,/swimmer/1571027,"Stephens City, VA"
Alexa Warner,Colorado Mesa,51.73,/swimmer/474324,"Boulder, CO"
Audrey Stelling,Nebraska Kearney,61.85,/swimmer/485752,"Norfolk, NE"
Andrea Rogers,Oklahoma Christi,37.4,/swimmer/484327,"St. Charles, MO"
Hannah Matula,Oklahoma Christi,54.98,/swimmer/459261,"Montgomery, TX"
Eden Chiu-Pinheiro,Oklahoma Christi,71.45,/swimmer/565952,"Springfield, MO"
Kayci McKinnon,Oklahoma Christi,-1.0,,
Robyn Naze,Colorado Mesa,34.1,/swimmer/405384,"Greenwood Village, CO"
Hannah Zimmer,Adams St.,-1.0,,
Chloe Walker,WCU,-1.0,,
Gracie Hawes Hill,Oklahoma Christi,-1.0,,
Ashley Moore,UTPB,-1.0,,
McKenna Hauber,CSU-Pueblo,35.86,/swimmer/505261,"Gillette, WY"
Davin Ruggles,Adams St.,52.29,/swimmer/647809,"ALBUQUERQUE, NM"
Meghan Slowey,Mines,26.52,/swimmer/683522,"Mount Pleasant, SC"
Carolyn Goodwin,WCU,100.0,/swimmer/1189649,"Lakewood, CO"
Melissa Braddock,CSU-Pueblo,100.0,/swimmer/1189655,GBR
Olivia Beames,Adams St.,100.0,/swimmer/1155865,"Albuquerque, NM"
Emily Abernathy,Colorado Mesa,38.66,/swimmer/474012,"Centennial, CO"
Sophie Vigil,WCU,52.49,/swimmer/505288,"Auburn, CA"
Bristyn Croswhite,CSU-Pueblo,48.05,/swimmer/335327,"Tempe, AZ"
Shion Ienaga,CSU-Pueblo,-1.0,,
Davy Brown,Colorado Mesa,26.45,/swimmer/375770,"Aspen, CO"
Mallory Mead,Oklahoma Christi,45.99,/swimmer/859729,"Timonium, MD"
Kate Miller,CSU-Pueblo,-1.0,,
Megan Walton,WCU,74.59,/swimmer/405489,"Westminster, CO"
Mikaela Romano,WCU,61.75,/swimmer/1157141,"Denver, CO"
KatyRose Heldstab,Adams St.,-1.0,,
Alyssa Grunloh,CSU-Pueblo,47.5,/swimmer/353970,"Round Rock, TX"
Cheyenne Denison,Oklahoma Christi,28.68,/swimmer/424226,"Guthrie, OK"
Maggie Farley,Oklahoma Christi,65.15,/swimmer/390664,"Lubbock, TX"
Sam Henney,Mines,-1.0,,
Rachel Fontan,Mines,40.26,/swimmer/443465,"Covington, LA"
Kristen Wolf,CSU-Pueblo,45.93,/swimmer/398970,"Topeka, KS"
Claire Lautman,Mines,51.81,/swimmer/756863,"Kirkland, WA"
Alex Johnson,WCU,-1.0,,
Erin Taggart,Mines,30.32,/swimmer/433165,"Carlsbad, CA"
Hannah Foster,Queens (NC),-1.0,,
Manon Compagner,Carson-Newman,28.4,/swimmer/958843,"Balkbrug, NED"
Gracie Williams,Wingate,-1.0,,
Rachel Kriger,Wingate,30.87,/swimmer/455065,"Germantown, TN"
Antonia Sanint,Carson-Newman,24.15,/swimmer/672290,COL
Sarah Porter Kuhn,Wingate,-1.0,,
Natalie Van Noy,Queens (NC),-1.0,,
Meredith Jones,Wingate,37.46,/swimmer/685878,"Mt Pleasant, SC"
Elizabeth Bowman,Lenoir-Rhyne,34.36,/swimmer/482071,"Thomasville, NC"
Oryan Malul,Catawba,100.0,/swimmer/696789,"Rishon Le-Zion, ISR"
Kailee Morgan,Carson-Newman,30.45,/swimmer/333947,"Greenville, SC"
Sasha McNeal,Wingate,43.32,/swimmer/679932,"Salem, NH"
Summer Osborne,Carson-Newman,32.08,/swimmer/416096,"Clearwater, FL"
Natalia AMANO,Carson-Newman,100.0,/swimmer/1277161,"Guarulhos, BRA"
Meredith Ginn,Carson-Newman,16.88,/swimmer/290795,"Ocala, FL"
Lisa Boernigen,Lenoir-Rhyne,100.0,/swimmer/1189493,"Munchen, GER"
Madison Mataxas,Wingate,53.36,/swimmer/382338,"Savannah, GA"
Lily Sanocki,Wingate,-1.0,,
Sydney Beck,Wingate,53.3,/swimmer/477136,"Pilot Mountain, NC"
Gabby Gadson,Wingate,-1.0,,
Joelle Berge,Wingate,100.0,/swimmer/1194517,"Berlin, DEU"
Madeline Blackwell,Lenoir-Rhyne,69.71,/swimmer/477397,"Lexington, NC"
Carolin Bek,Catawba,100.0,/swimmer/960823,"Widberg, GER"
Zehr Gibbs-Barger,Mars Hill,92.68,/swimmer/475939,"Asheville, NC"
Tatiana Kesselring,Wingate,64.19,/swimmer/508239,"Frederick, MD"
Hannah Aspden,Queens (NC),68.07,/swimmer/509264,"Raleigh, NC"
Alex Livingstone,Wingate,-1.0,,
Anna De Boer,Queens (NC),-1.0,,
Cecilie Jensen,Carson-Newman,16.88,/swimmer/491191,"Copenhagen, DEN"
Anna Miram,Wingate,100.0,/swimmer/745437,SWE
Anne-sofie Nissen,Wingate,-1.0,,
Sydney Smith,Wingate,29.42,/swimmer/480154,"Roanoke, VA"
Madison Moffitt,Wingate,36.85,/swimmer/369562,"Gainesville, FL"
Kate Agger,Wingate,-1.0,,
Linda Ungerboeck,Carson-Newman,39.99,/swimmer/1180804,"Vienna, AUT"
Kimberly Scheiber,Lenoir-Rhyne,100.0,/swimmer/958094,GER
Carly Godfrey,Lenoir-Rhyne,93.51,/swimmer/475869,"Hickory, NC"
Cat Sweigart,Emory & Henry,-1.0,,
Kayla Tennant,Queens (NC),11.76,/swimmer/305766,"Lexington, NC"
Jayci Scheff,Wingate,32.22,/swimmer/344809,"Mequon, WI"
Bobbie Gichard,Queens (NC),-1.0,,
Kailey Grant,Carson-Newman,45.01,/swimmer/416450,"Aiken, SC"
Lauren Muehl,Lenoir-Rhyne,72.6,/swimmer/475158,"Hudson, NC"
Rebecca Peden,Carson-Newman,50.57,/swimmer/455935,"Inman, SC"
Rachel Peden,Carson-Newman,22.62,/swimmer/419030,"Inman, SC"
Brianna Broussard,Mars Hill,48.47,/swimmer/417056,"Chapin, SC"
Marina Colominas,Wingate,100.0,/swimmer/1194518,"Barcelona, ESP"
Vladyslava Maznytska,Queens (NC),100.0,/swimmer/868581,"Rivne, UKR"
Caroline Howard,Wingate,37.79,/swimmer/426174,"Florence, SC"
Mikaela Fullerton,Queens (NC),14.46,/swimmer/473927,"Apex, NC"
Elizaveta Bazarova,TAMPA,3.75,/swimmer/1847177,"Tampa, FL"
Cassie Wright,Nova S'eastern,100.0,/swimmer/854261,"Lebanon, TN"
Hannah Trieschmann,Nova S'eastern,29.25,/swimmer/344379,"Wellington, FL"
Solana Capalbo,Nova S'eastern,24.39,/swimmer/432958,"Hollywood, FL"
Amilia Nusbaum,Nova S'eastern,17.64,/swimmer/383896,"Fishers, IN"
Hannah Brockman,Rollins,41.08,/swimmer/310506,"St. Petersburg, FL"
Emily Hennessy,Rollins,40.24,/swimmer/486751,"Aurora, IL"
Megan Goldthorpe,TAMPA,32.38,/swimmer/401875,"Lexington, KY"
Nicole RAUTEMBERG,Florida Tech,-1.0,,
Anna Dzouenko,TAMPA,29.87,/swimmer/404544,"Bristow, VA"
Ashly Smith,Saint Leo,49.8,/swimmer/413682,"Middletown, RI"
Kennedy Nolan,Florida Tech,33.05,/swimmer/389436,"Brookeville, MD"
Ewa Osiniak,Lynn,11.72,/swimmer/794506,"Lublin, POL"
Shaelyn Rutta,Florida Tech,30.64,/swimmer/419048,"Oconomowoc, WI"
Andrea Toledano,Saint Leo,49.54,/swimmer/885914,"Weston, FL"
Morgan Misenar,Florida Southern,26.44,/swimmer/474841,"Johnson City, TN"
Laurel Gallaudet,Nova S'eastern,34.76,/swimmer/389256,"North Beach, MD"
Emily Drabick,Florida Southern,45.23,/swimmer/619267,"Barto, PA"
Emma Oleniczak,Florida Tech,47.76,/swimmer/447065,"Melbourne, FL"
Erin McCann,Florida Southern,44.92,/swimmer/451094,"Decatur, AL"
Aleksandra Maslova,Nova S'eastern,-1.0,,
Maeve Hunt,Nova S'eastern,24.15,/swimmer/357876,"Weare, NH"
Karolina Smylek,Lynn,20.21,/swimmer/675245,"Lublin, POL"
Lauren Bowers,Florida Tech,45.69,/swimmer/404504,"Broadlands, VA"
Reegan Tiltmann,Florida Tech,38.25,/swimmer/492051,"Brookfield, WI"
Courtney Sherwood,TAMPA,100.94,/swimmer/255040,"Salamanca, NY"
Sami Beck,Lynn,-1.0,,
Sydney Goodman,Florida Tech,43.08,/swimmer/384762,"Knoxville, TN"
Vittoria Bonsanti Feniello,Saint Leo,-1.0,,
Jessie Tobin,TAMPA,-1.0,,
Anita Field,Lynn,46.67,/swimmer/958123,"Nairobi, OH"
Grace Sill,Florida Southern,41.28,/swimmer/371282,"Pensacola, FL"
Erika Wesch,Rollins,25.17,/swimmer/432974,"Jupiter, FL"
Cassidi Teneyck,Saint Leo,64.51,/swimmer/369068,"Horseheads, NY"
Jill Hughes,Rollins,-1.0,,
Kali Bush,Lynn,36.03,/swimmer/439106,"Montverde, FL"
Brecca Hawkins,Lynn,67.87,/swimmer/376100,"Ponte Vedra Beach, FL"
Shelley Sikes,Lynn,59.58,/swimmer/442017,"Boca Raton, FL"
Paulina Majszutowicz,Saint Leo,17.88,/swimmer/461646,"Szczecin, POL"
Erika Baumgardner,Saint Leo,47.61,/swimmer/371402,"Fort Myers, FL"
Savannah Brennan,Florida Tech,25.05,/swimmer/306004,"Oviedo, FL"
Annalise Eisold,Florida Southern,43.82,/swimmer/532385,"Naples, FL"
Erin Hixenbaugh,TAMPA,32.04,/swimmer/399051,"Louisville, KY"
Susan Faremouth,Lynn,45.38,/swimmer/371435,"Marco Island, FL"
Alexa Turco,TAMPA,28.44,/swimmer/453936,"West Chester, PA"
Gabi Karosas,Florida Tech,-1.0,,
Abby Frey,Rollins,-1.0,,
Emma Jones,Rollins,37.14,/swimmer/520853,"MIDLOTHIAN, VA"
Megan Arnold,TAMPA,-1.0,,
Emily Swigart,Florida Tech,41.71,/swimmer/365827,"Bloomington, IL"
Maia Russell,Rollins,41.1,/swimmer/434550,"Gurnee, IL"
Madi Lauger,TAMPA,-1.0,,
Alli McFarland,TAMPA,27.41,/swimmer/482544,"Lexington, OH"
Julia Augustsson,TAMPA,31.39,/swimmer/1125392,"Stockholm, SWE"
Carlee Sanchez-Hegarty,TAMPA,29.38,/swimmer/422224,"Secaucus, NJ"
Tate Abbott,Lees-McRae,34.96,/swimmer/605338,"High Point, NC"
Ashley Mayes,Chowan,37.45,/swimmer/541342,"Vienna, VA"
Avery Tucker,Barton,40.79,/swimmer/1216441,"Pilot Mountain, NC"
Riley Byers,Barton,43.66,/swimmer/579676,"Cumming, GA"
Anna Miller,UNC- Pembroke,-1.0,,
Jersey Razzano,Chowan,51.92,/swimmer/1329228,"Edmonds, WA"
Abbie Erme,King,61.48,/swimmer/875795,"Boiling Springs, PA"
Aubrey Ortman,Emmanuel,-1.0,,
Erin Durflinger,Converse,-1.0,,
Marie-eve Hebert,Barton,28.09,/swimmer/1216469,"Princeton, NJ"
Guillermina Rentsch,Lees-McRae,-1.0,,
Sara Ormsby,UNC- Pembroke,100.0,/swimmer/371642,"Frostproof, FL"
Emme Ham,Barton,-1.0,,
Kandace Kennedy,Lees-McRae,73.85,/swimmer/660432,"Virginia Beach, VA"
Alexis Lakey,Barton,-1.0,,
Caroline Holmes,Hillsdale,30.82,/swimmer/1217276,"Nashport, OH"
Megan Schueller,Davis & Elkins,36.36,/swimmer/693764,"La Plata, MD"
Gracie Glaser,Findlay,54.73,/swimmer/593328,"Tipp City, OH"
Liz Perry,Frostburg St.,-1.0,,
Alienor Dalle,WVWC,-1.0,,
Syd Porinchok,Ashland,-1.0,,
Ceci Langle,Findlay,-1.0,,
Julia Marcuzzi,Findlay,43.73,/swimmer/661559,"Tecumseh, ON"
Alaina Wittum,NDC,53.32,/swimmer/488039,"Holland, MI"
Mikaela Vojacek,Ashland,88.84,/swimmer/1135006,"Canal Winchester, OH"
Lexi Antol,Fairmont,-1.0,,
Jessie Schelin,Findlay,-1.0,,
Riley Petrick,Frostburg St.,-1.0,,
Rebecca Rodrigues,Davis & Elkins,-1.0,,
Sarah Pataniczek,Hillsdale,30.61,/swimmer/510107,"Grand Rapids, MI"
Madalyn Stierwalt,Malone,100.0,/swimmer/1331179,"Fremont, OH"
Skyler Shannon,Malone,81.37,/swimmer/504749,"Las Vegas, NV"
Lauren Thomas,Wheeling,-1.0,,
Bry Gollmer,Davis & Elkins,-1.0,,
Heather Maddux,Davis & Elkins,-1.0,,
Claire Sullivan,Malone,44.18,/swimmer/1133951,"Seaside, CA"
Josie Sharp,NDC,-1.0,,
Jennifer Williams,WVWC,97.5,/swimmer/794255,"Buckhannon, WV"
Amy Mills,Hillsdale,38.0,/swimmer/502184,"Conroe, TX"
Mackenzie Schantz,Findlay,75.55,/swimmer/927345,"St. Leon, IN"
Sissy Baum,NDC,-1.0,,
Jaybreona Foster,NDC,91.88,/swimmer/339768,"East Liverpool, OH"
Kayla Fogle,Fairmont,71.8,/swimmer/547043,"Wheeling, WV"
Shelbey Fuller,Davis & Elkins,54.59,/swimmer/417050,"Fort Mill, SC"
Phoebe Johnston,Hillsdale,100.0,/swimmer/2092803,"West Hartford, CT"
Emma Bliss,Grand Valley,19.64,/swimmer/503296,"chesterfield , MI"
Tina Winter,Grand Valley,-1.0,,
Megan Sieloff,Wayne State,41.02,/swimmer/513534,"Grand Blanc, MI"
Isidora Sekaric,Wayne State,29.0,/swimmer/661489,"Windsor, ON"
Emelie Hellgren,Davenport,37.35,/swimmer/1082350,"Vasteras, SWE"
Emilia Morris,NMU,33.91,/swimmer/511747,"east lansing, MI"
Alysa Wager,Grand Valley,-1.0,,
Lindsay Boals,Grand Valley,30.41,/swimmer/486093,"South Lyon, MI"
Zoe Vance,Saginaw Valley,55.42,/swimmer/494464,"DeWitt, MI"
Rebecca Wallis,Davenport,21.71,/swimmer/1189975,RSA
Mycah Kasper,Davenport,47.07,/swimmer/509960,"Jenison, MI"
Vanessa Steigauf,NMU,-1.0,,
Justine Czyrka,Wayne State,51.42,/swimmer/948587,"Northville, MI"
Sarah Puscas,Grand Valley,24.51,/swimmer/494477,"West Bloomfield, MI"
Juliana Witt,Wayne State,36.71,/swimmer/486000,"Macomb Township, MI"
Veronica Lantz,Grand Valley,32.52,/swimmer/495543,"Fort Wayne, IN"
Josie Bushell,Drury,-1.0,,
Isabella Revstedt,Indy,26.05,/swimmer/1082363,"Limhamn, SWE"
Alexis Kachkin,McKendree,26.51,/swimmer/541767,"Glenview, IL"
Anahi Schreuders,Indy,24.43,/swimmer/510586,"Oranjestad, ARU"
Emily Drabick,McKendree,45.23,/swimmer/619267,"Barto, PA"
Sidney Macgillivray,Jewell,42.58,/swimmer/930318,"Overland Park, KS"
Mia Krstevska,Indy,24.33,/swimmer/815360,"Skopje, MKD"
Larissa Alves,Lewis,-1.0,,
Ellie Lawrence,McKendree,-1.0,,
Audrey Duchscherer,Jewell,36.4,/swimmer/1145450,"Springfield, MO"
Faith Atkinson,Indy,-1.0,,
Leighton Rainer,Drury,39.76,/swimmer/506352,"Cedar Bluff, AL"
Brooklyn Messenger,UMSL,49.73,/swimmer/1065017,"Osceola, IN"
Haley Angelo,Jewell,67.34,/swimmer/843583,"Springfield, MO"
Kiara Barnes,Lewis,-1.0,,
Natalie Willis,Truman St.,66.93,/swimmer/354263,"Pflugerville, TX"
Karen Bistrain-Diaz,Maryville,41.27,/swimmer/941791,"Aurora, IL"
Lily Franzen,UMSL,-1.0,,
Vanda Voroshazy,McKendree,17.73,/swimmer/1155385,"Budapest, HUN"
Morgan Tiemeyer,Maryville,-1.0,,
Hallie Anderson,McKendree,94.66,/swimmer/565782,"Wentzville, MO"
Maria Serra Bonet,UMSL,-1.0,,
Orla Clasby,Lewis,65.87,/swimmer/528043,"New Paltz, NY"
Kaitlyn McCoy,Indy,16.25,/swimmer/1346367,"Phoenix, AZ"
Binna Traustadottir,Indy,-1.0,,
Morgan Gullette,Drury,26.74,/swimmer/581068,"The Colony, TX"
Natalie Nguyen,Truman St.,-1.0,,
Lanie Patterson,Lewis,-1.0,,
Paola C Wu Pineda,Indy,-1.0,,
Julia Lesnicki,Lewis,49.3,/swimmer/543853,"Lemont, IL"
Abby Bomball,Truman St.,43.8,/swimmer/1150114,"Ballwin, MO"
Dani Solkow,Delta State,-1.0,,
Martina Rossetti,Delta State,11.97,/swimmer/947509,ITA
Brooke Dorr,West Florida,-1.0,,
Aimee Patterson,West Florida,28.17,/swimmer/485921,"Aurora, IL"
Mackenzie Kester,Henderson St.,35.86,/swimmer/505086,"Oro Valley, AZ"
Erin Russo,Ouachita,46.96,/swimmer/859683,"Frisco, TX"
Salina Damas,Henderson St.,45.5,/swimmer/691226,"magnolia, TX"
Danielle Davis,Montevallo,-1.0,,
Madison Burnum,Montevallo,71.64,/swimmer/480440,"Youngsville, LA"
Lizbeth Candanedo,Montevallo,-1.0,,
Shelby Narramore,Montevallo,83.28,/swimmer/516637,"Prattville, AL"
Erica Mills,Montevallo,78.19,/swimmer/847421,"Cape Coral, FL"
Brooke Simila,West Florida,33.76,/swimmer/645396,"Fredericksburg, VA"
Anna Kate Velasquez,Ouachita,-1.0,,
Ella Defever,MSU Mankato,28.81,/swimmer/400993,"Madison, WI"
Brooke Shell,MSU Mankato,33.98,/swimmer/502692,"Orlando, FL"
Elise Mishmash,MSU Mankato,31.31,/swimmer/1192434,"Salida, CO"
Dome Solano,Sioux Falls,-1.0,,
Sydney Gulon,St. Cloud St.-W,-1.0,,
Madi Yonke,UMary,-1.0,,
Ainslee Hemmen,MSU Mankato,-1.0,,
Olivia Hudoba,MSU Mankato,46.04,/swimmer/588340,"Ogilvie, MN"
Kaitlyn Zuehl,St. Cloud St.-W,43.85,/swimmer/934981,"Verona, WI"
Ellie Thiele,MSU Mankato,45.33,/swimmer/744953,"Columbus, MN"
Maija Geier,Southwest Minn.,52.82,/swimmer/577052,"Helena, MT"
Arina Bratamidjaja,MSU-Moorhead,-1.0,,
Kara Cowell,St. Cloud St.-W,39.15,/swimmer/1180270,"Appleton, WI"
Nicholle Miller,Augustana (W),51.94,/swimmer/598399,"Inver Grove Heights, MN"
Gabby Lecaptain,St. Cloud St.-W,-1.0,,
Kaylee Tringali,Sioux Falls,47.7,/swimmer/539004,"Sussex, WI"
Ilinde Du Plessis,Sioux Falls,-1.0,,
Eve Berg,MSU Mankato,40.85,/swimmer/456933,"Bettendorf, IA"
Molly Lienemann,Augustana (W),52.96,/swimmer/622050,"Lincoln, NE"
Megan Anspach,Southwest Minn.,93.45,/swimmer/729206,"Milwaukie, OR"
Laura Vekony,Concordia,100.0,/swimmer/1032704,"Leányfalu, HUN"
Mary Holthe,Augustana (W),98.87,/swimmer/447690,"Oakdale, MN"
Miki Brackin,UMary,-1.0,,
Maddie Gonzales,Northern State,-1.0,,
Keely Lacina Lacina,UMary,-1.0,,
Korie Riely,UMary,56.06,/swimmer/416840,"Dickinson, ND"
Natalia Escalante,Sioux Falls,39.2,/swimmer/504667,"Las Vegas, NV., NV"
Emma Polchow,Southwest Minn.,-1.0,,
Molly Arneson,St. Cloud St.-W,30.97,/swimmer/501580,"Springboro, OH"
Allie Elliott,UMary,67.69,/swimmer/698145,"Minot, ND"
Emily Ratajczak,Southwest Minn.,66.77,/swimmer/612102,"Standish, MI"
Paulina Ruelas,Sioux Falls,30.23,/swimmer/502749,"Honolulu, HI"
Becca Beam,MSU Mankato,-1.0,,
Sydney Fleming,Concordia,-1.0,,
Mayson Sheldon,Northern State,46.27,/swimmer/446703,"Mandan, ND"
Meghan Tolman,Biola University,32.21,/swimmer/631933,"Manteca, CA"
Katie Ottman,Biola University,42.53,/swimmer/548246,"Livermore, CA"
Hailey Garcia,Concordia Irvine,32.04,/swimmer/575016,"Chandler, AZ"
Victoria Schachle,Concordia Irvine,50.71,/swimmer/542477,"Fairbanks, AK"
Randi Peters,Concordia Irvine,54.71,/swimmer/948354,"Albuquerque, NM"
Chloe Beebout,CSU East Bay,38.14,/swimmer/445465,"Sacramento, CA"
Elaine Wong,Azusa Pacific,57.84,/swimmer/418631,"San Jose, CA"
Shannon McCallum,Alaska Fairbanks,55.63,/swimmer/1240139,"Fairbanks, AK"
Georgia Caraway,Concordia Irvine,41.44,/swimmer/419692,"Gilbert, AZ"
Jackie Mudd,Biola University,-1.0,,
Ashlynn Griffin,Biola University,41.15,/swimmer/544606,"Yucaipa, CA"
Melinda Davis,Azusa Pacific,64.57,/swimmer/631802,"Livermore, CA"
Bella Garritano,Concordia Irvine,-1.0,,
Nani Welsh,CSU East Bay,-1.0,,
Breckynn Willis,Concordia Irvine,-1.0,,
Lizzy Rehkopf,Fresno Pacific,-1.0,,
Chenoa Bodero,CSU East Bay,30.98,/swimmer/635722,"Livermore, CA"
Zoey Carrillo,Concordia Irvine,86.65,/swimmer/612839,"Whittier, CA"
Jade Hughes,Concordia Irvine,37.63,/swimmer/504450,"Henderson, NV"
Nicole Barton,Azusa Pacific,43.98,/swimmer/671669,"Temecula, CA"
Lindsey Fruhwirth,Concordia Irvine,81.37,/swimmer/480956,"Parker, CO"
Emma Wettlaufer,CSU East Bay,44.53,/swimmer/1160882,"Temecula, CA"
Mariko Edwards,Concordia Irvine,79.44,/swimmer/887453,"Puyallup, WA"
Mikayla Niness,West Chester,19.12,/swimmer/522407,"Spring City, PA"
Sydney Lloyd,Bloomsburg,41.36,/swimmer/646942,"Berwick, PA"
Alex Pannemann,Gannon,-1.0,,
Sammy Young,Gannon,-1.0,,
Irati Arzalluz,Gannon,-1.0,,
Lexi Mills,Gannon,48.86,/swimmer/432103,"Livonia, NY"
Ava Rosely,Clarion,50.19,/swimmer/514806,"Commerce Township, MI"
Leah Miksa,Millersville,49.23,/swimmer/619224,"Doylestown, PA"
Corina Paszek,Clarion,35.52,/swimmer/622692,"Harrison City, PA"
Parker Fanella,IUP,40.91,/swimmer/646943,"Indiana, PA"
Maddie Osanitsch,Bloomsburg,-1.0,,
Jocelyn Buchheit,Clarion,69.25,/swimmer/503263,"Canfield, OH"
Hailey Fry,Clarion,58.76,/swimmer/629668,"Mount Joy, PA"
Sydney Davidson,Clarion,-1.0,,
Dani Noss,Bloomsburg,-1.0,,
Corinne McCall,West Chester,46.78,/swimmer/558210,"Archbald, PA"
Maddie Tafe,East Stroudsburg,-1.0,,
Bell Gorrell,Clarion,-1.0,,
Olivia Tokonitz,East Stroudsburg,98.51,/swimmer/809795,"Pottsville, PA"
Sophie Gerhart,West Chester,-1.0,,
Keeley Durkin,West Chester,24.34,/swimmer/619357,"Brookhaven, PA"
Michaela Hinkson,Clarion,51.27,/swimmer/1118430,"Pittsburgh, PA"
Maddy Murphy,Clarion,-1.0,,
Rebecca Yeager,Millersville,52.88,/swimmer/453817,"Hershey, PA"
Francesca Nemetz,Gannon,39.5,/swimmer/643287,"Greensburg, PA"
Leia Ross,Edinboro,30.55,/swimmer/422239,"Pittsburgh, PA"
