Name,School,Power,Link,Hometown
Colin Schultz,Alfred,71.98,/swimmer/456302,"Spencerport, NY"
Phillip Ross,Utica,100.0,/swimmer/456536,"Newark, NY"
Owen Nelson,Alfred,100.0,/swimmer/1029726,"Buffalo, NY"
Samuel Cole,Hartwick,82.84,/swimmer/394694,"Guilderland Center, NY"
Andrew Guariglia,Alfred,100.0,/swimmer/1192512,"Valley Stream, NY"
Matthew Ryan,Nazareth,100.0,/swimmer/863183,"Hillsboro, OH"
Nicholas Massa,Utica,-1.0,,
Caleb Blank,Nazareth,100.0,/swimmer/471646,"Spencerport, NY"
Michael Colocho Briones,Utica,-1.0,,
Luke Winkelman,Nazareth,56.06,/swimmer/508384,"Bradley Beach, NJ"
Kenneth Lok,Hartwick,63.68,/swimmer/613373,"Livingston, NJ"
Kyle Richardson,Nazareth,68.92,/swimmer/471418,"Cicero, NY"
Nick Canney,Hartwick,-1.0,,
Lucas Crane,Alfred,100.0,/swimmer/1192505,"Queensbury, NY"
Phill Volaski,Alfred,-1.0,,
Ethan Watson,Nazareth,88.89,/swimmer/396912,"Cuba, NY"
Justin O'Brien,Nazareth,-1.0,,
Colin Leonard,Hartwick,60.36,/swimmer/394681,"Delmar, NY"
Tyler Kemmet,Alfred,99.23,/swimmer/965193,"Gloversville, NY"
Aaron Gauvin,Saint Joseph CT,100.0,/swimmer/818529,"Berlin, CT"
Derek Furtado,Norwich,45.74,/swimmer/1012412,"Plymouth, MA"
Mike Losardo,Elms,-1.0,,
Gordon Suwirjo,Norwich,54.89,/swimmer/566622,"Derry, NH"
Dan Taylor,Norwich,-1.0,,
Nathan Snow,Norwich,100.0,/swimmer/569561,"Marlboro, NY"
Ryan Watson,SJCME,-1.0,,
Caleb Zirkelbach,Norwich,-1.0,,
David Kavanaugh,Saint Joseph CT,100.0,/swimmer/1224847,"West Hartford, CT"
Joseph Clark,Norwich,30.49,/swimmer/416653,"Acworth, GA"
Jared Brown,Rose-Hulman,22.23,/swimmer/415968,"Skokie, IL"
Noah Scheffer,Anderson,33.41,/swimmer/468684,"Temperance, MI"
Ryan Nikolic,Rose-Hulman,38.08,/swimmer/572207,"Putnam Valley, NY"
Brendan King,Rose-Hulman,16.07,/swimmer/388266,"Lewisville, TX"
Alex Ketcham,Rose-Hulman,44.99,/swimmer/391716,"Lawrenceburg, IN"
Derick Miller,Rose-Hulman,35.57,/swimmer/459854,"Arlington, TX"
Evan Kropf,Anderson,83.57,/swimmer/391540,"Roanoke, IN"
Kaden Lindsey,Rose-Hulman,72.37,/swimmer/927715,"Clinton, IN"
Kameron Case,Franklin,37.93,/swimmer/484552,"CHARLESTOWN, IN"
Cameron Gilbreth,Franklin,100.0,/swimmer/1189724,"San Bernadino, CA"
Will Morgan,Hanover,-1.0,,
Devon Parker,Transylvania,100.0,/swimmer/883605,"Louisville, KY"
Colin Beach,Rose-Hulman,30.17,/swimmer/482690,"Springboro, OH"
Hayden Walter,Rose-Hulman,46.35,/swimmer/398182,"Parma Heights, OH"
Luke Stuart,Franklin,60.25,/swimmer/484733,"Waldron, IN"
Ben Smith,Transylvania,48.02,/swimmer/331479,"Louisville, KY"
Connor Hood,Transylvania,47.1,/swimmer/455083,"Lexington, KY"
James Moll,Hanover,64.93,/swimmer/392135,"Tipton, IN"
Carter McIntire,Transylvania,95.45,/swimmer/585335,"Union, KY"
Gabe Buening,Franklin,-1.0,,
Anthony Stultz,Anderson,100.0,/swimmer/484687,"New Palestine, IN"
Logan McLaughlin,Rose-Hulman,34.8,/swimmer/490335,"Indianapolis, IN"
Nolan Davis,Franklin,39.22,/swimmer/391891,"Shelbyville, IN"
Michael Nixon,Rose-Hulman,38.08,/swimmer/418812,"Sunnyvale, CA"
Shamus Sparling,Rose-Hulman,32.98,/swimmer/456809,"Alpharetta, GA"
Andrew Lee,Hanover,86.06,/swimmer/1184921,"Greenwood, IN"
Davis Guthier,Hanover,-1.0,,
Logan Parker,Franklin,55.77,/swimmer/485255,"Indianapolis, IN"
David Lange,Anderson,100.0,/swimmer/765692,"Milaca, MN"
Max Chen,Johns Hopkins,100.0,/swimmer/776072,"Bridgewater, NJ"
Spencer Ryan,Johns Hopkins,27.11,/swimmer/491630,"Virginia Beach, VA"
Kyle Wu,Johns Hopkins,-1.0,,
Steven Rua,Johns Hopkins,21.66,/swimmer/437998,"Cape Coral, FL"
Jonathan Dye,Sou. Virginia,-1.0,,
Trey Stroud,William Peace,-1.0,,
Dallas Russell,William Peace,97.3,/swimmer/835395,"Charlotte, NC"
Stephen Lundberg,William Peace,46.55,/swimmer/475301,"New Bern, NC"
Alec Caswell,Johns Hopkins,17.94,/swimmer/482586,"Upper Arlington, OH"
Travis Lott,Sou. Virginia,79.77,/swimmer/385170,"Brigham City, UT"
Christopher Arena,Johns Hopkins,-1.0,,
Brandon Stride,Johns Hopkins,11.63,/swimmer/416275,"Bothell, WA"
Jeffrey Schriefer-Flores,Catholic UA,30.8,/swimmer/443768,"Lexington, KY"
Michael Krumenacker,Scranton,100.0,/swimmer/1189871,"Ambler, PA"
Jack Imburgia,Susquehanna,-1.0,,
Josh Roberts,Drew,-1.0,,
Jeffrey Crouse,Drew,41.37,/swimmer/1073495,"WC, RSA"
Harrison Neal,Drew,36.82,/swimmer/523300,"Wellington, NZL"
Chris DiLillo,Scranton,-1.0,,
Ryan Freeburg,Goucher,92.44,/swimmer/1068027,"Middletown, DE"
Evan Morgan,Scranton,48.89,/swimmer/560773,"Hillsborough, NJ"
Ryan King,Susquehanna,58.01,/swimmer/481571,"Pottstown, PA"
Ben Garratt,Drew,-1.0,,
Jayden Corrigan,Susquehanna,39.02,/swimmer/494993,"LANCASTER, PA"
Colton Smith,Susquehanna,72.77,/swimmer/489091,"Wilkes Barre, PA"
Henry Van Note,Drew,99.76,/swimmer/1184561,"Moline, IL"
Brian Bauman,Scranton,84.37,/swimmer/481730,"Ambler, PA"
Richie Bialik,Goucher,-1.0,,
Liam McDonald,Goucher,-1.0,,
Andre Fissella,Susquehanna,29.33,/swimmer/505221,"Lancaster, PA"
Michael Ma,Drew,-1.0,,
Nathan Spak,Scranton,85.23,/swimmer/443647,"Quakertown, PA"
Ren Prescott,Catholic UA,-1.0,,
Evan Bova,Susquehanna,43.39,/swimmer/495020,"Macungie, PA"
Colby Schalek,Elizabethtown,-1.0,,
Sam Kastan,Illinois Tech,-1.0,,
Mitchell Lucky,Illinois Tech,65.15,/swimmer/965209,"Flushing, MI"
Gavin Rogers,Neb Wesleyan,-1.0,,
Thomas Rauschenberger,Principia,-1.0,,
Jacob Mason,Neb Wesleyan,-1.0,,
Jacob Hawkins,Neb Wesleyan,-1.0,,
Emmett Wainwright,Principia,100.0,/swimmer/441620,"Lake Mary, FL"
Mark Klinchin,Illinois Tech,37.91,/swimmer/807926,"Huntingdon Valley, PA"
Said Mendez,Neb Wesleyan,78.23,/swimmer/958294,"Columbus, NE"
Marshall Dawkins,Neb Wesleyan,88.45,/swimmer/627587,"Omaha, NE"
Cole Rabedeaux,Loras,-1.0,,
Jake Axelson,Neb Wesleyan,-1.0,,
Paul Riley,Neb Wesleyan,100.0,/swimmer/1185390,"Lincoln, NE"
Jacob Priewe,Loras,100.0,/swimmer/487317,"Freeport, IL"
Max Bennett,RIT,-1.0,,
Alex Aung,Rensselaer,50.45,/swimmer/1198212,"Springfield, VA"
Nick Miller,Clarkson,-1.0,,
Bennett Vana,RIT,59.63,/swimmer/1286194,"Shoreline, WA"
Jack Kelly,Clarkson,51.25,/swimmer/864415,"Oshawa, ON"
Erik Dougherty,Rensselaer,38.97,/swimmer/609136,"Moorhead, MN"
Matt Ciminelli,RIT,-1.0,,
Jack Tucker,Union,100.0,/swimmer/1271422,"Park Ridge, IL"
Lorenzo Gurri,Rensselaer,31.28,/swimmer/1031580,"Baltimore, MD"
Max White,VASSAR,-1.0,,
Connor Lenahan,Rensselaer,47.0,/swimmer/1176657,"Jamison, PA"
Matt Nowak,Rensselaer,-1.0,,
Leroy Wang,VASSAR,75.56,/swimmer/949338,"Burnaby, BC"
Marcus Diaz,Union,75.81,/swimmer/483107,"Dobbs Ferry, NY"
Ryan Sweet,RIT,55.38,/swimmer/2275702,"Erie, PA"
Shane Conroy,Ithaca,69.66,/swimmer/704067,"Glastonbury, CT"
Eric Liu,Rensselaer,37.82,/swimmer/276938,"Darien, CT"
Theo Heilman,RIT,-1.0,,
Robbie Perot,VASSAR,-1.0,,
Collin Slupe,Clarkson,38.22,/swimmer/404252,"Landenberg , PA"
Brian Borchard,Skidmore,68.27,/swimmer/488156,"Wayne, NJ"
Holden Shatouhy,Ithaca,49.16,/swimmer/613075,"Ringwood, NJ"
Ethan Hull,Skidmore,92.66,/swimmer/490895,"Bolton, CT"
Jason Albaum,VASSAR,59.88,/swimmer/493167,"Kennebunk, ME"
Christian Devine,Rensselaer,-1.0,,
David DeFronzo,Skidmore,100.0,/swimmer/596105,"Simsbury, CT"
Johs Erlandsen,Saint Lawrence,-1.0,,
Nathan Johnson,VASSAR,-1.0,,
Aidan Daudier,RIT,35.19,/swimmer/495421,"Milford, NH"
Tony Min,Rensselaer,29.57,/swimmer/409873,"Exeter, NH"
Andy Palmer,Rensselaer,-1.0,,
Tom Gadron,Bard,90.73,/swimmer/940436,"Hilton Head Island, SC"
Robert Gagnon,RIT,27.3,/swimmer/620191,"Mount Laurel, NJ"
Charlie Jordan,Clarkson,-1.0,,
Miles Herman,Skidmore,33.65,/swimmer/375801,"Jacksonville, FL"
Matthew Youngbar,Rensselaer,33.6,/swimmer/520011,"Raleigh, NC"
Brendan Kapp,RIT,60.12,/swimmer/1138186,"Springfield, VA"
Mitch Gumbert,RIT,-1.0,,
Terry Li,Saint Lawrence,-1.0,,
Christopher Anastasiades,Bridgewater St.,-1.0,,
Tomas Langland,Keene St.,65.33,/swimmer/406291,"Ottumwa, IA"
David Lawrence,WestConn,57.09,/swimmer/1617254,"Newtown, CT"
Tyler Young,Keene St.,-1.0,,
Quint Kimmel,Keene St.,-1.0,,
Brent Smith,Keene St.,100.0,/swimmer/2244820,"Hillsboro, OH"
Andrew Daur,Keene St.,70.74,/swimmer/674580,"Stamford, CT"
Tj Scalese,Bridgewater St.,-1.0,,
Eric Silva,Bridgewater St.,100.0,/swimmer/1244461,"Dighton, MA"
Nicholas Edwards,WestConn,-1.0,,
PJ Jimenez,E. Connecticut,-1.0,,
Joshua Brown,Salisbury,-1.0,,
Kai Green,Mary Washington,17.59,/swimmer/402975,"Arlington, VA"
Ellis Winfree,Mary Washington,45.55,/swimmer/664119,"Bloomfield, CT"
Caleb Smietana,Mary Washington,56.49,/swimmer/698856,"Midlothian, VA"
Kolin Hoffman,Mary Washington,21.56,/swimmer/404939,"North Chesterfield, VA"
Brendan Huber-Wilker,Mary Washington,45.26,/swimmer/455421,"Alexandria, VA"
Aidan Deege,Mary Washington,48.98,/swimmer/452780,"Herndon, VA"
Luke Strickler,Mary Washington,67.2,/swimmer/734030,"Charlottesville, VA"
Nathan Braun,Salisbury,-1.0,,
Alex Aung,Mary Washington,50.45,/swimmer/1198212,"Springfield, VA"
Stephen Wallach,Mary Washington,61.48,/swimmer/664812,"Fredericksburg, VA"
Noah Holstege,Calvin,22.31,/swimmer/623529,"Keswick, VA"
Jacob Heeres,Calvin,17.08,/swimmer/460841,"Zeeland, MI"
Julian Iturbe,Calvin,19.59,/swimmer/452349,"CARACAS, VEN"
Jackson Uyl,Hope College,58.14,/swimmer/552043,"DeWitt, MI"
Takato Timmerman,Olivet,-1.0,,
JT Nissen,Hope College,-1.0,,
Brendan Ritchie,Albion,44.46,/swimmer/460929,"Hamilton, MI"
Trevor Sparks,Calvin,26.96,/swimmer/1464849,"Otsego, MI"
Cole Nelson,Albion,39.12,/swimmer/468717,"Ann Arbor, MI"
Hudson Deboer,Calvin,38.74,/swimmer/460829,"Holland, MI"
Josiah Vis,Calvin,47.52,/swimmer/487657,"Crestwood, IL"
Levi Vanast,Calvin,28.0,/swimmer/460847,"Holland, MI"
Sam Hoover,Calvin,-1.0,,
Nick Nerhood,Kalamazoo,-1.0,,
Ethan Wilson,Hope College,46.04,/swimmer/486911,"Franklin, WI"
Jacob Ritter,Olivet,37.61,/swimmer/469796,"Brawley, CA"
Will Toomey,Calvin,-1.0,,
Drew Fogel,Albion,-1.0,,
Carter Moore,Olivet,81.45,/swimmer/553803,"Quincy, MI"
Landon Morgan,Hope College,39.77,/swimmer/486944,"Marshall, MI"
Declan Tharp,Albion,25.27,/swimmer/485609,"Chesterton, IN"
Julien Camy,Calvin,33.74,/swimmer/458221,"Grand Rapids, MI"
Nate Cobb,Albion,-1.0,,
Chris Smith,Olivet,95.86,/swimmer/583327,"Converse, TX"
Dane Huber,Calvin,-1.0,,
Bailey Smith,Hope College,30.37,/swimmer/458897,"Battle Creek, MI"
Anthony Hopkins,Albion,73.41,/swimmer/483320,"Warren, MI"
Ben Phippen,Calvin,-1.0,,
Jordan Tuter,Calvin,59.51,/swimmer/502940,"Thimpu, BHU"
Ty Sakalys-Moore,Kalamazoo,-1.0,,
Justin Beckrow,Kalamazoo,62.27,/swimmer/462710,"Stevensville, MI"
Ted Lockett,Hope College,50.03,/swimmer/862880,"Cincinnati, OH"
Nick Cohee,Kalamazoo,58.53,/swimmer/458223,"Kentwood, MI"
Andrew Smith,Alma College,75.69,/swimmer/1003245,"Milan, MI"
Collin Kline,Hope College,72.18,/swimmer/2692553,"Hudsonville, MI"
Sebastian O'Leary,Olivet,-1.0,,
James Mandeville,Hope College,78.15,/swimmer/485447,"Terre Haute, IN"
Jack Muller,Hope College,41.97,/swimmer/937936,"Caloundra, AUS"
Jackson Rysavy,Kalamazoo,62.75,/swimmer/506419,"Wayzata, MN"
Parker Brown,Olivet,79.86,/swimmer/567020,"Macomb, MI"
Theo Duong,Hope College,-1.0,,
Andrew Jonna,Albion,54.16,/swimmer/460944,"Bloomfield hills, MI"
Brant Assink,Hope College,34.82,/swimmer/460832,"Holland, MI"
Erik Halboth,Albion,38.2,/swimmer/463250,"Novi, MI"
Bryce Miner,Calvin,33.94,/swimmer/444374,"Sunnyvale, CA"
Noah Mitchell,Albion,38.94,/swimmer/422108,"Golden, CO"
Caleb Terschak,Calvin,49.96,/swimmer/663994,"Ellisville, MO"
Connor Robertson,Albion,24.32,/swimmer/401449,"Zeeland, MI"
Avery Barley,Messiah,23.03,/swimmer/454551,"Chambersburg, PA"
Joe Guiliano,Albright,-1.0,,
Michael Shusta,Stevens,-1.0,,
Ali Kolenovic,Stevens,29.8,/swimmer/1237831,"Ridgefield, NJ"
Mark Lukens,Widener,73.67,/swimmer/1004681,"Plymouth Meeting, PA"
Aaron Keifer,YCP,45.41,/swimmer/481557,"Boyertown, PA"
Janis Kirsis,Arcadia,38.78,/swimmer/484191,"Spring Valley, NY"
Alexander Johnson,Stevens,-1.0,,
Adam Deckard,YCP,37.72,/swimmer/655775,"Mt Joy, PA"
Dain Vallie,Lebanon Valley,62.95,/swimmer/609709,"Newville, PA"
Christopher Farrell,Misericordia,-1.0,,
Ryan Bixler,King's,67.49,/swimmer/538929,"Ocean View, DE"
Brooks Anderson,Hood,60.05,/swimmer/794326,"Huntington, WV"
Jimmy Dougherty,FDU-Florham,-1.0,,
Russell Odor,Hood,-1.0,,
Daniel Parker,Widener,44.28,/swimmer/479064,"Millersville, MD"
William Griffith,Albright,39.15,/swimmer/488530,"Reading, PA"
Kieran Hassard,Albright,-1.0,,
Matt Michenfelder,Lycoming,-1.0,,
Nick Dolan,Albright,-1.0,,
Isaac Dismisa,Lebanon Valley,100.0,/swimmer/1201591,"New Oxford, PA"
Isaac McCabe,Messiah,86.52,/swimmer/466169,"Germantown, MD"
Andrew Johnson,Stevens,53.42,/swimmer/505228,"Coopersburg, PA"
Jake Booth,Lycoming,-1.0,,
Hazen Stowell,Hood,75.36,/swimmer/601409,"Riverton, UT"
Garrett Parthemore,Widener,99.32,/swimmer/610711,"Middleton, DE"
Matt Kwan,Stevens,-1.0,,
Jack Hulsart,FDU-Florham,85.95,/swimmer/512420,"Old Bridge, NJ"
Bailey Orehosky,Arcadia,72.81,/swimmer/456395,"Hauppauge, NY"
Patrick Krol,Hood,98.3,/swimmer/1040852,"Ellicott City, MD"
Kasey Thievon,Misericordia,97.44,/swimmer/968742,"Toms River, NJ"
Shane Miller,Wilkes,64.1,/swimmer/395660,"Oneonta, NY"
Kevin Foley,Arcadia,44.04,/swimmer/566726,"Marlton, NJ"
Charlie Green,YCP,100.0,/swimmer/675932,"Cottonwood, AZ"
Mason Beck,Widener,93.31,/swimmer/461906,"Folsom, PA"
Matthew Czubachowski,Albright,100.0,/swimmer/1211921,"Pompton Plains, NJ"
Zach Anderson,Widener,52.61,/swimmer/461928,"Folsom, PA"
Erik Aguero,King's,-1.0,,
Andrew Benson,Lebanon Valley,100.0,/swimmer/1198253,"New Hartford, NY"
William Marcinkowski,Lycoming,100.0,/swimmer/770298,"GLENSIDE, PA"
Jake Beidler,Lebanon Valley,100.0,/swimmer/1271167,USA
Drew MacDonald,Albright,71.46,/swimmer/629612,"Dover, PA"
Caleb Reigle,Lycoming,100.0,/swimmer/809403,"Manchester, PA"
Julian Urban,Hood,100.0,/swimmer/1195531,"Baltimore, MD"
Grier Martin,YCP,88.66,/swimmer/586437,"Manassas, VA"
Kyle Echterling,Lebanon Valley,100.0,/swimmer/1198252,"Pequea, PA"
Andrew Johnson,King's,-1.0,,
Liam White,Wilkes,100.0,/swimmer/572180,"Putnam Valley, NY"
Jonus Gurski,Misericordia,35.29,/swimmer/480282,"Woodbridge, NJ"
Kevin Tanzosh,YCP,61.48,/swimmer/461894,"Folsom, PA"
Mason Kennedy,Messiah,-1.0,,
Dalton Fink,Arcadia,100.0,/swimmer/804840,"Boiling Springs, PA"
Wayne King,St. Norbert,38.77,/swimmer/483200,"Houston, TX"
Camden Leonard,Beloit College,32.81,/swimmer/487334,"South Beloit, IL"
Matthew Trotter,St. Norbert,79.97,/swimmer/935981,"Roachdale, IN"
Luke Klein-Collins,Grinnell,30.56,/swimmer/495594,"Naperville, IL"
Graeme Witte,Lake Forest,100.0,/swimmer/895326,"Port Elizabeth, RSA"
Justin Fugiel,Lake Forest,65.01,/swimmer/872894,"Mount Prospect, IL"
Ben Chambers,Ripon,46.84,/swimmer/487664,"Joliet, IL"
Davis Wukovits,Lawrence,60.38,/swimmer/568080,"Appleton, WI"
Aliber Garcia,Ripon,82.27,/swimmer/872880,"Joliet, IL"
Andrew Lee,Monmouth,100.0,/swimmer/874235,"Pontiac, IL"
George Carlson,Beloit College,89.05,/swimmer/443296,"New Orleans, LA"
Nathan Sill,Beloit College,53.06,/swimmer/490542,"Beloit, WI"
Joseph Addison,Monmouth,32.67,/swimmer/511361,"Eads, TN"
Davide Sanna,Illinois College,-1.0,,
Riley Englebert,St. Norbert,65.83,/swimmer/695102,"Hartland, WI"
Harvey Wilhelm,Grinnell,56.57,/swimmer/609291,"Minneapolis, MN"
Ian Johnson,Grinnell,55.28,/swimmer/608624,"Red Wing, MN"
Steven Lorett,Illinois College,64.93,/swimmer/517588,"Ponca City, OK"
Enrique Valero Ying,Grinnell,-1.0,,
Jake Howey,Illinois College,-1.0,,
Jackson Sawyer,Lake Forest,49.3,/swimmer/491399,"Colorado Springs, CO"
Bert Wang,Grinnell,38.31,/swimmer/547257,"Venetia, PA"
Trevor Oneacre,St. Norbert,100.0,/swimmer/1276416,USA
Jared Kort,St. Norbert,80.63,/swimmer/633886,"Stevens Point, WI"
Spencer Clark,Grinnell,66.07,/swimmer/189547,"Bettendorf, IA"
Alex Bemben,Lawrence,85.23,/swimmer/611219,"Levering, MI"
Raymond Scribano,St. Norbert,-1.0,,
Myles Genrich,Illinois College,97.64,/swimmer/694653,"Topeka, KS"
Ethan Brannen,Ripon,86.79,/swimmer/489909,"Burlington, WI"
Joe Pederson,Knox College,-1.0,,
John Berg,Lawrence,100.0,/swimmer/964718,"Skokie, IL"
Ben Schrag,Lawrence,100.0,/swimmer/964719,"Dallas, TX"
Quinn Kopelman,Grinnell,100.0,/swimmer/622455,"Iowa City, IA"
Adam Boerner,St. Norbert,-1.0,,
Alex Johnson,Grinnell,-1.0,,
Killian Riley,St. Norbert,27.32,/swimmer/455793,"Mercer Island, WA"
Cj Myers,Lake Forest,-1.0,,
Aaron HELMS,Lake Forest,29.98,/swimmer/392121,"Noblesville, IN"
Ben Brim,Grinnell,-1.0,,
Ben Johnson,Grinnell,-1.0,,
Sebastian Wagoner,Lake Forest,27.0,/swimmer/409833,"Rancho Palos Verdes, CA"
Joe Maddux,Ripon,87.62,/swimmer/964651,"Dubuque, IA"
Andrew Becker,Gustavus,28.58,/swimmer/506438,"Northfield, MN"
Steven Froehle,St. John's,27.74,/swimmer/493883,"Steilacoom, WA"
Beau Brinkman,St. John's,53.76,/swimmer/587737,"Plymouth, MN"
Dane Hudson,Gustavus,31.52,/swimmer/506446,"Eden Prairie, MN"
George Hubbard,Hamline,100.0,/swimmer/1184546,"Orange City, IA"
Erik Small,Gustavus,28.93,/swimmer/490546,"Hudson, WI"
Nathan Hedgecock,Carleton,46.86,/swimmer/524037,"Baltimore, MD"
Tim Belov,St. John's,-1.0,,
Dutch Franko-Dynes,Gustavus,29.4,/swimmer/403660,"Minneapolis, MN"
Nick Grivna,Hamline,-1.0,,
Lukas Klarqvist,Gustavus,-1.0,,
Taylor Vander Jeugdt,Gustavus,-1.0,,
Ethan Huber,St. John's,-1.0,,
Tim Rizzo,St. Olaf,-1.0,,
Trevor Nelson,St. John's,-1.0,,
Quinn Doan,Hamline,50.3,/swimmer/501586,"Shoreview, MN"
Aidan Williams,Macalester,-1.0,,
Alex Lee,Gustavus,100.0,/swimmer/1211943,"San Francisco, CA"
Spencer Atkinson,St. John's,65.12,/swimmer/493245,"Cokato, MN"
Ryan Kawlewski,Gustavus,39.53,/swimmer/496403,"Sauk Rapids, MN"
Andrew Noecker,St. Olaf,78.55,/swimmer/609297,"St. Paul, MN"
Carl Zhang,Carleton,62.86,/swimmer/508196,"Ellicott City, MD"
Teddy Johnson,Gustavus,34.41,/swimmer/587805,"Shakopee, MN"
Kevin Chen,Carleton,74.39,/swimmer/487062,"Normal, IL"
Eamonn McCullough,Gustavus,38.48,/swimmer/405871,"Cedar Falls, IA"
Noah Frese,Gustavus,97.74,/swimmer/969104,"St. Paul, MN"
Jared Dawson,Gustavus,40.36,/swimmer/505402,"Eagan, MN"
Teagan Johnson,Carleton,46.05,/swimmer/458206,"Byron Center, MI"
Joe Koller,St. John's,77.2,/swimmer/914172,"Shakopee, MN"
James Marlin,Carleton,78.18,/swimmer/483183,"Houston, TX"
Jacob Krussell,Gustavus,-1.0,,
Denis Engle,Gustavus,100.0,/swimmer/458283,"Holland, MI"
Chad Haugstad,Gustavus,72.46,/swimmer/968729,"Fridley, MN"
Farrque Hussein,Gustavus,24.71,/swimmer/378251,"Fridley, MN"
Osip Surdutovich,Carleton,-1.0,,
Jack Mehus,St. John's,-1.0,,
Callen Zemek,Gustavus,24.39,/swimmer/505369,"Chaska, MN"
Parker Johnson,Carleton,65.89,/swimmer/609231,"St. Paul, MN"
Peter LaBarge,Tufts,18.91,/swimmer/813109,"Indianapolis, IN"
Shaun Kronenwetter,Colby,22.28,/swimmer/483441,"Grantham, NH"
Nathan Berry,Bates,-1.0,,
Julien Legros,Connecticut,34.64,/swimmer/397159,"Yorktown Heights, NY"
John Marcolina,Bates,29.2,/swimmer/490925,"Mystic, CT"
Christian Moy,Amherst,16.39,/swimmer/454133,"New York, NY"
Timothy Page,Williams,-1.0,,
Zeb Hart,Williams,11.57,/swimmer/393424,"Gates Mills, OH"
Isaac Esposito,Middlebury,34.18,/swimmer/547482,"hunting valley, OH"
Ethan O'Connor,Bowdoin,-1.0,,
Liam Conklin,Bates,35.27,/swimmer/553120,"Newton, MA"
Joshua Balbi,Tufts,-1.0,,
Paul Southern,Bates,37.55,/swimmer/616772,"Virginia Beach, VA"
Sean Geisler,Connecticut,54.4,/swimmer/457324,"New Paltz, NY"
Luke Isayiw,Tufts,28.96,/swimmer/495462,"Westminster, MD"
Nick Smith,Middlebury,-1.0,,
Aidan McKenrick,Middlebury,30.74,/swimmer/461930,"Wayne, PA"
Mitch Lockwood,Connecticut,-1.0,,
Liam Sullivan,Williams,21.65,/swimmer/148340,"Bar Harbor, ME"
Brett Perlmutter,Middlebury,45.34,/swimmer/451092,"Armonk, NY"
Aidan Hood,Wesleyan,100.0,/swimmer/569322,"Rochester, NY"
Ben Merz,Middlebury,-1.0,,
Nick Whitcomb,Williams,19.25,/swimmer/657221,"Northampton, MA"
Drew Frey,Hamilton,-1.0,,
Evan Szablewski,Tufts,19.71,/swimmer/488955,"Shorewood, WI"
Ev Nichol,Williams,-1.0,,
Skylar Diamandis,Middlebury,-1.0,,
Jack Marquardt,Williams,20.82,/swimmer/475250,"Charlotte, NC"
Liam Colleran,Trinity C.,31.88,/swimmer/490849,"Norwalk, CT"
Ethan Ding,Middlebury,43.76,/swimmer/169327,"Chatham, NJ"
Nick Dillon,Wesleyan,-1.0,,
Alexander Clark,Hamilton,-1.0,,
Karl Wadleigh,Trinity C.,27.45,/swimmer/812017,"Darien, CT"
Marc Stern,Connecticut,39.09,/swimmer/520772,"Chappaqua, NY"
Drew MacDonald,Bowdoin,71.46,/swimmer/629612,"Dover, PA"
Mason Polaner,Wesleyan,31.77,/swimmer/453838,"Katonah, NY"
Tristan Depew,Bates,29.65,/swimmer/375154,"Santa Barbara, CA"
Nate Sommer,Bates,-1.0,,
Leighton Mayers,Bowdoin,23.37,/swimmer/402920,"Bound Brook, NJ"
Nate Cordick,Colby,-1.0,,
Jacob Lafferty,Wesleyan,49.24,/swimmer/523843,"Wilmington, DE"
Emilio Vicioso,Hamilton,42.67,/swimmer/613161,"New York, NY"
Eric Tran,Wesleyan,29.0,/swimmer/418526,"San Jose, CA"
Danny Calder,Bowdoin,27.79,/swimmer/402961,"Bethesda, MD"
Jack Johnson,Bates,23.25,/swimmer/406979,"North Eastham, MA"
Jacob Grover,Williams,21.02,/swimmer/458195,"Byron Center, MI"
Edmond Giang,Bates,41.8,/swimmer/403125,"Wayland, MA"
Aaron Lafferty,Wesleyan,44.87,/swimmer/523786,"Wilmington, DE"
Chris Weber,Middlebury,-1.0,,
Fran Curran,Middlebury,32.97,/swimmer/430293,"Media, PA"
Tyler Trocchi,Trinity C.,49.62,/swimmer/581614,"Tucker, GA"
Jackson Rockett,Colby,58.56,/swimmer/550525,"Marblehead, MA"
Alex Brun,Wesleyan,-1.0,,
Jacob Silberman,Williams,-1.0,,
Kona Lindsey,Bates,71.77,/swimmer/455058,"Colorado Springs, CO"
Mason Johnson,Wesleyan,45.41,/swimmer/493508,"Billings, MT"
Caleb Bitting,Colby,37.67,/swimmer/444774,"Livermore, CA"
Hao Ly,Bowdoin,-1.0,,
Evan Sullivan,Wesleyan,100.0,/swimmer/675147,"Parker, CO"
Kiran Kowalski,Wesleyan,58.62,/swimmer/463752,"Atlanta, GA"
Dash Hunter,Connecticut,-1.0,,
Jeremy Kim,Wesleyan,43.07,/swimmer/510861,"Wood-Ridge, NJ"
Sasha Shashkov,Williams,-1.0,,
Sam Pelletier,Middlebury,-1.0,,
Richard Ettinger,Wesleyan,38.07,/swimmer/490869,"New Canaan, CT"
Mitch Mortenson,Amherst,-1.0,,
Quin Woods,Trinity C.,-1.0,,
Cole Mason,Williams,19.35,/swimmer/479968,"Fort Collins, CO"
Tadjiu Trzewik-Quinn,Connecticut,-1.0,,
Nate Hays,Hamilton,-1.0,,
Pranay Singh,Bowdoin,40.01,/swimmer/469822,"Pasadena, CA"
Sebastian Cai,Tufts,32.21,/swimmer/444773,"Stanford, CA"
