,Name,School
32948,Aidan Crisci,UNC
138097,Aidan Crisci,UNC
150120,Aidan Crisci,UNC
1065,Aidan Crisci,UNC
150142,Aidan Crisci,UNC
51826,Aidan Crisci,UNC
137995,Aidan Crisci,UNC
138530,Aidan Crisci,UNC
22780,Aidan Crisci,UNC
149690,Aidan Crisci,UNC
41628,Aidan Crisci,UNC
108693,Aidan Crisci,UNC
138672,Aidan Crisci,UNC
162017,Aidan Crisci,Tennessee
61507,Aidan Crisci,UNC
137959,Aidan Crisci,UNC
78695,Aidan Crisci,UNC
162193,Aidan Crisci,Tennessee
138052,Aidan Crisci,UNC
118428,Aidan Crisci,UNC
150047,Aidan Crisci,UNC
102371,Aidan Crisci,UNC
95727,Aidan Crisci,UNC
149647,Aidan Crisci,UNC
145152,Aidan Scott,Pacific
135307,Aidan Scott,Pacific
51667,Aidan Scott,Pacific
32796,Aidan Scott,Pacific
144867,Aidan Scott,Pacific
144892,Aidan Scott,Pacific
144922,Aidan Scott,Pacific
145068,Aidan Scott,Pacific
169415,Aidan Scott,Drury
135212,Aidan Scott,Pacific
169255,Aidan Scott,Drury
135171,Aidan Scott,Pacific
177898,Aidan Scott,Drury
135189,Aidan Scott,Pacific
11791,Aidan Scott,Pacific
177520,Aidan Scott,Drury
102258,Aidan Scott,Pacific
177435,Aidan Scott,Drury
161116,Aidan Scott,Pacific
161136,Aidan Scott,Pacific
161175,Aidan Scott,Pacific
161182,Aidan Scott,Pacific
161200,Aidan Scott,Pacific
181131,Aidan Scott,Drury
161253,Aidan Scott,Pacific
161280,Aidan Scott,Pacific
161290,Aidan Scott,Pacific
161309,Aidan Scott,Pacific
95598,Aidan Scott,Pacific
173758,Aidan Scott,Drury
173629,Aidan Scott,Drury
173430,Aidan Scott,Drury
173050,Aidan Scott,Drury
172919,Aidan Scott,Drury
168872,Aidan Scott,Drury
168966,Aidan Scott,Drury
161264,Aidan Scott,Pacific
181196,Aidan Scott,Drury
108525,Aidan Scott,Pacific
181262,Aidan Scott,Drury
152961,Aidan Scott,Pacific
153008,Aidan Scott,Pacific
153049,Aidan Scott,Pacific
78567,Aidan Scott,Pacific
153099,Aidan Scott,Pacific
153124,Aidan Scott,Pacific
153149,Aidan Scott,Pacific
153178,Aidan Scott,Pacific
22610,Aidan Scott,Pacific
153292,Aidan Scott,Pacific
153324,Aidan Scott,Pacific
145187,Aidan Scott,Pacific
181428,Aidan Scott,Drury
903,Aidan Scott,Pacific
61363,Aidan Scott,Pacific
69684,Aidan Scott,Pacific
118284,Aidan Scott,Pacific
85958,Aidan Scott,Pacific
153372,Aidan Scott,Pacific
214254,Aidan Smith,CMU
29876,Aidan Smith,Whitworth
92275,Aidan Smith,Whitworth
58770,Aidan Smith,Whitworth
116196,Aidan Smith,Whitworth
214529,Aidan Smith,CMU
214487,Aidan Smith,CMU
222883,Aidan Smith,CMU
67792,Aidan Smith,Whitworth
19119,Aidan Smith,Whitworth
214335,Aidan Smith,CMU
214181,Aidan Smith,CMU
222762,Aidan Smith,CMU
222824,Aidan Smith,CMU
222996,Aidan Smith,CMU
187261,Aidan Smith,Whitworth
187307,Aidan Smith,Whitworth
187110,Aidan Smith,Whitworth
7352,Aidan Smith,Whitworth
204379,Aidan Smith,CMU
204459,Aidan Smith,CMU
204744,Aidan Smith,CMU
39202,Aidan Smith,Whitworth
187151,Aidan Smith,Whitworth
204542,Aidan Smith,CMU
187439,Aidan Smith,Whitworth
84127,Aidan Smith,Whitworth
187378,Aidan Smith,Whitworth
187184,Aidan Smith,Whitworth
187361,Aidan Smith,Whitworth
187333,Aidan Smith,Whitworth
197955,Aidan Williams,Macalester
70754,Aidan Williams,Lees-McRae
185758,Aidan Williams,Macalester
197648,Aidan Williams,Macalester
12979,Aidan Williams,Lees-McRae
176477,Aidan Williams,Lees-McRae
185719,Aidan Williams,Macalester
198064,Aidan Williams,Macalester
185706,Aidan Williams,Macalester
197718,Aidan Williams,Macalester
197874,Aidan Williams,Macalester
185663,Aidan Williams,Macalester
176463,Aidan Williams,Lees-McRae
176423,Aidan Williams,Lees-McRae
2030,Aidan Williams,Lees-McRae
185630,Aidan Williams,Macalester
185597,Aidan Williams,Macalester
197911,Aidan Williams,Macalester
176451,Aidan Williams,Lees-McRae
96378,Aidan Williams,Lees-McRae
67744,Aidan Williams,Lees-McRae
33830,Aidan Williams,Lees-McRae
87038,Aidan Williams,Lees-McRae
116144,Aidan Williams,Lees-McRae
123739,Aidan Williams,Lees-McRae
185819,Aidan Williams,Macalester
103034,Aidan Williams,Lees-McRae
185787,Aidan Williams,Macalester
59350,Aidan Williams,Lees-McRae
42096,Aidan Williams,Lees-McRae
23797,Aidan Williams,Lees-McRae
79391,Aidan Williams,Lees-McRae
151645,Aidan Wilson,Brown
151622,Aidan Wilson,Brown
22548,Aidan Wilson,Brown
151551,Aidan Wilson,Brown
151939,Aidan Wilson,Brown
196628,Aidan Wilson,King's
108466,Aidan Wilson,Brown
78526,Aidan Wilson,Brown
69632,Aidan Wilson,Brown
151862,Aidan Wilson,Brown
151589,Aidan Wilson,Brown
160210,Aidan Wilson,Brown
160112,Aidan Wilson,Brown
160103,Aidan Wilson,Brown
134330,Aidan Wilson,Brown
134341,Aidan Wilson,Brown
134414,Aidan Wilson,Brown
32743,Aidan Wilson,Brown
51616,Aidan Wilson,Brown
95555,Aidan Wilson,Brown
134442,Aidan Wilson,Brown
196753,Aidan Wilson,King's
160307,Aidan Wilson,Brown
196691,Aidan Wilson,King's
160263,Aidan Wilson,Brown
102223,Aidan Wilson,Brown
160086,Aidan Wilson,Brown
134429,Aidan Wilson,Brown
11728,Aidan Wilson,Brown
143175,Aidan Wilson,Brown
118237,Aidan Wilson,Brown
143208,Aidan Wilson,Brown
143230,Aidan Wilson,Brown
212776,Aidan Wilson,Hendrix
85902,Aidan Wilson,Brown
212887,Aidan Wilson,Hendrix
212904,Aidan Wilson,Hendrix
212921,Aidan Wilson,Hendrix
61314,Aidan Wilson,Brown
212835,Aidan Wilson,Hendrix
213016,Aidan Wilson,Hendrix
213033,Aidan Wilson,Hendrix
46774,Aidan Wilson,Brown
845,Aidan Wilson,Brown
41512,Aidan Wilson,Brown
118517,Aiden Neuman,Penn St
141585,Aiden Neuman,Penn St
141274,Aiden Neuman,Penn St
141208,Aiden Neuman,Penn St
140828,Aiden Neuman,Penn St
141156,Aiden Neuman,Penn St
102459,Aiden Neuman,Penn St
140926,Aiden Neuman,Penn St
51924,Aiden Neuman,Penn St
61597,Aiden Neuman,Penn St
157662,Aiden Neuman,Xavier
164379,Aiden Neuman,Xavier
108802,Aiden Neuman,Penn St
86213,Aiden Neuman,Penn St
78783,Aiden Neuman,Penn St
157760,Aiden Neuman,Xavier
157632,Aiden Neuman,Xavier
164365,Aiden Neuman,Xavier
164458,Aiden Neuman,Xavier
12071,Aiden Neuman,Penn St
69942,Aiden Neuman,Penn St
22894,Aiden Neuman,Penn St
1173,Aiden Neuman,Penn St
164348,Aiden Neuman,Xavier
157615,Aiden Neuman,Xavier
249644,Aislinn Holder,Indiana
55907,Aislinn Holder,Indiana
249723,Aislinn Holder,Indiana
280427,Aislinn Holder,Akron
31192,Aislinn Holder,Indiana
36698,Aislinn Holder,Indiana
20772,Aislinn Holder,Indiana
249313,Aislinn Holder,Indiana
121473,Aislinn Holder,Indiana
105175,Aislinn Holder,Indiana
249466,Aislinn Holder,Indiana
280409,Aislinn Holder,Akron
43615,Aislinn Holder,Indiana
275983,Aislinn Holder,Indiana
112879,Aislinn Holder,Indiana
276076,Aislinn Holder,Indiana
276600,Aislinn Holder,Indiana
77420,Aislinn Holder,Indiana
276650,Aislinn Holder,Indiana
98570,Aislinn Holder,Indiana
68281,Aislinn Holder,Indiana
280079,Aislinn Holder,Akron
280140,Aislinn Holder,Akron
4784,Aislinn Holder,Indiana
250170,Aislinn Holder,Indiana
48512,Aislinn Holder,Indiana
280197,Aislinn Holder,Akron
93985,Aislinn Holder,Indiana
84631,Aislinn Holder,Indiana
280331,Aislinn Holder,Akron
280361,Aislinn Holder,Akron
233091,Aislinn Walsh,Ohio St
275985,Aislinn Walsh,Ohio St
9087,Aislinn Walsh,Ohio St
233174,Aislinn Walsh,Ohio St
233529,Aislinn Walsh,Ohio St
233604,Aislinn Walsh,Ohio St
233675,Aislinn Walsh,Ohio St
233754,Aislinn Walsh,Ohio St
72932,Aislinn Walsh,Ohio St
250122,Aislinn Walsh,Ohio St
276079,Aislinn Walsh,Ohio St
112079,Aislinn Walsh,Ohio St
276595,Aislinn Walsh,Ohio St
287471,Aislinn Walsh,UCLA
287907,Aislinn Walsh,UCLA
237174,Aislinn Walsh,Ohio St
276622,Aislinn Walsh,Ohio St
26154,Aislinn Walsh,Ohio St
237621,Aislinn Walsh,Ohio St
237669,Aislinn Walsh,Ohio St
276691,Aislinn Walsh,Ohio St
89212,Aislinn Walsh,Ohio St
276728,Aislinn Walsh,Ohio St
276758,Aislinn Walsh,Ohio St
40068,Aislinn Walsh,Ohio St
276201,Aislinn Walsh,Ohio St
237577,Aislinn Walsh,Ohio St
250058,Aislinn Walsh,Ohio St
250164,Aislinn Walsh,Ohio St
250254,Aislinn Walsh,Ohio St
249342,Aislinn Walsh,Ohio St
250301,Aislinn Walsh,Ohio St
97883,Aislinn Walsh,Ohio St
81004,Aislinn Walsh,Ohio St
287849,Aislinn Walsh,UCLA
15446,Aislinn Walsh,Ohio St
250336,Aislinn Walsh,Ohio St
287800,Aislinn Walsh,UCLA
249516,Aislinn Walsh,Ohio St
54990,Aislinn Walsh,Ohio St
287864,Aislinn Walsh,UCLA
74352,Alaina Wittum,Tiffin
16679,Alaina Wittum,Tiffin
292510,Alaina Wittum,NDC
292369,Alaina Wittum,NDC
292464,Alaina Wittum,NDC
302566,Alaina Wittum,NDC
292318,Alaina Wittum,NDC
292288,Alaina Wittum,NDC
27515,Alaina Wittum,Tiffin
302303,Alaina Wittum,NDC
302246,Alaina Wittum,NDC
5187,Alaina Wittum,Tiffin
292482,Alaina Wittum,NDC
288872,Alaina Wittum,Tiffin
302522,Alaina Wittum,NDC
296183,Alaina Wittum,NDC
288847,Alaina Wittum,Tiffin
105635,Alaina Wittum,Tiffin
288802,Alaina Wittum,Tiffin
302364,Alaina Wittum,NDC
288752,Alaina Wittum,Tiffin
288705,Alaina Wittum,Tiffin
295794,Alaina Wittum,NDC
295871,Alaina Wittum,NDC
295938,Alaina Wittum,NDC
296063,Alaina Wittum,NDC
296090,Alaina Wittum,NDC
296133,Alaina Wittum,NDC
113359,Alaina Wittum,Tiffin
60068,Alaina Wittum,Tiffin
288662,Alaina Wittum,Tiffin
302455,Alaina Wittum,NDC
90233,Alaina Wittum,Tiffin
302482,Alaina Wittum,NDC
121255,Alaya Smith,Texas A&M
242596,Alaya Smith,Texas A&M
243430,Alaya Smith,Texas A&M
243273,Alaya Smith,Texas A&M
243196,Alaya Smith,Texas A&M
259775,Alaya Smith,Texas A&M
243115,Alaya Smith,Texas A&M
59882,Alaya Smith,Texas A&M
260816,Alaya Smith,Texas A&M
259585,Alaya Smith,Texas A&M
260598,Alaya Smith,Texas A&M
285118,Alaya Smith,Arkansas
260380,Alaya Smith,Texas A&M
271893,Alaya Smith,Arkansas
271980,Alaya Smith,Arkansas
272061,Alaya Smith,Arkansas
285183,Alaya Smith,Arkansas
260468,Alaya Smith,Texas A&M
64694,Alaya Smith,Texas A&M
31097,Alaya Smith,Texas A&M
285231,Alaya Smith,Arkansas
15976,Alaya Smith,Texas A&M
271877,Alaya Smith,Arkansas
104943,Alaya Smith,Texas A&M
271338,Alaya Smith,Arkansas
112658,Alaya Smith,Texas A&M
40260,Alaya Smith,Texas A&M
81490,Alaya Smith,Texas A&M
73538,Alaya Smith,Texas A&M
4587,Alaya Smith,Texas A&M
89668,Alaya Smith,Texas A&M
284724,Alaya Smith,Arkansas
45705,Alaya Smith,Texas A&M
150810,Alec Peckmann,Fla Atlantic (M)
150658,Alec Peckmann,Fla Atlantic (M)
150722,Alec Peckmann,Fla Atlantic (M)
150842,Alec Peckmann,Fla Atlantic (M)
32412,Alec Peckmann,Penn St
150780,Alec Peckmann,Fla Atlantic (M)
150881,Alec Peckmann,Fla Atlantic (M)
150690,Alec Peckmann,Fla Atlantic (M)
150804,Alec Peckmann,Fla Atlantic (M)
11369,Alec Peckmann,Penn St
133952,Alec Peckmann,Fla Atlantic (M)
69293,Alec Peckmann,Penn St
61008,Alec Peckmann,Penn St
142349,Alec Peckmann,Fla Atlantic (M)
142335,Alec Peckmann,Fla Atlantic (M)
142293,Alec Peckmann,Fla Atlantic (M)
142262,Alec Peckmann,Fla Atlantic (M)
85568,Alec Peckmann,Penn St
142243,Alec Peckmann,Fla Atlantic (M)
142047,Alec Peckmann,Fla Atlantic (M)
78244,Alec Peckmann,Penn St
141997,Alec Peckmann,Fla Atlantic (M)
22178,Alec Peckmann,Penn St
117940,Alec Peckmann,Penn St
95273,Alec Peckmann,Penn St
142094,Alec Peckmann,Fla Atlantic (M)
133933,Alec Peckmann,Fla Atlantic (M)
150824,Alec Peckmann,Fla Atlantic (M)
133742,Alec Peckmann,Fla Atlantic (M)
130169,Alec Peckmann,Penn St
130137,Alec Peckmann,Penn St
108103,Alec Peckmann,Penn St
130098,Alec Peckmann,Penn St
129958,Alec Peckmann,Penn St
51275,Alec Peckmann,Penn St
129821,Alec Peckmann,Penn St
519,Alec Peckmann,Penn St
150912,Alec Peckmann,Fla Atlantic (M)
133771,Alec Peckmann,Fla Atlantic (M)
150888,Alec Peckmann,Fla Atlantic (M)
129728,Alec Peckmann,Penn St
129772,Alec Peckmann,Penn St
132204,Alec Thomas,St. Bonaventure
139693,Alec Thomas,St. Bonaventure
139729,Alec Thomas,St. Bonaventure
92567,Alec Thomas,St. Bonaventure
49658,Alec Thomas,St. Bonaventure
155958,Alec Thomas,South Dakota
129013,Alec Thomas,St. Bonaventure
128984,Alec Thomas,St. Bonaventure
128967,Alec Thomas,St. Bonaventure
155999,Alec Thomas,South Dakota
60905,Alec Thomas,St. Bonaventure
156133,Alec Thomas,South Dakota
156090,Alec Thomas,South Dakota
51163,Alec Thomas,St. Bonaventure
107984,Alec Thomas,St. Bonaventure
128933,Alec Thomas,St. Bonaventure
424,Alec Thomas,St. Bonaventure
156118,Alec Thomas,South Dakota
156343,Alec Thomas,South Dakota
32309,Alec Thomas,St. Bonaventure
139602,Alec Thomas,St. Bonaventure
11267,Alec Thomas,St. Bonaventure
139526,Alec Thomas,St. Bonaventure
139400,Alec Thomas,St. Bonaventure
129095,Alec Thomas,St. Bonaventure
129151,Alec Thomas,St. Bonaventure
129155,Alec Thomas,St. Bonaventure
132252,Alec Thomas,St. Bonaventure
139458,Alec Thomas,St. Bonaventure
155917,Alec Thomas,South Dakota
44905,Alec Thomas,St. Bonaventure
76692,Alec Thomas,St. Bonaventure
132300,Alec Thomas,St. Bonaventure
117850,Alec Thomas,St. Bonaventure
129086,Alec Thomas,St. Bonaventure
129059,Alec Thomas,St. Bonaventure
22058,Alec Thomas,St. Bonaventure
95187,Alec Thomas,St. Bonaventure
156177,Alec Thomas,South Dakota
154408,Aleksey Tarasenko,Tennessee
154969,Aleksey Tarasenko,Tennessee
155068,Aleksey Tarasenko,Tennessee
154494,Aleksey Tarasenko,Tennessee
154900,Aleksey Tarasenko,Tennessee
19511,Aleksey Tarasenko,Iowa
154337,Aleksey Tarasenko,Tennessee
129754,Aleksey Tarasenko,Iowa
129698,Aleksey Tarasenko,Iowa
130139,Aleksey Tarasenko,Iowa
130046,Aleksey Tarasenko,Iowa
133020,Aleksey Tarasenko,Iowa
132962,Aleksey Tarasenko,Iowa
7745,Aleksey Tarasenko,Iowa
132900,Aleksey Tarasenko,Iowa
129947,Aleksey Tarasenko,Iowa
129799,Aleksey Tarasenko,Iowa
30169,Aleksey Tarasenko,Iowa
146372,Aleksey Tarasenko,Tennessee
146465,Aleksey Tarasenko,Tennessee
146566,Aleksey Tarasenko,Tennessee
147006,Aleksey Tarasenko,Tennessee
147031,Aleksey Tarasenko,Tennessee
133348,Aleksey Tarasenko,Iowa
267197,Alessia Puleo,Missouri St (W)
227305,Alessia Puleo,Missouri St (W)
227475,Alessia Puleo,Missouri St (W)
255179,Alessia Puleo,Missouri St (W)
19158,Alessia Puleo,Missouri St. (M)
267281,Alessia Puleo,Missouri St (W)
227490,Alessia Puleo,Missouri St (W)
255550,Alessia Puleo,Missouri St (W)
255583,Alessia Puleo,Missouri St (W)
267548,Alessia Puleo,Missouri St (W)
227579,Alessia Puleo,Missouri St (W)
267580,Alessia Puleo,Missouri St (W)
240470,Alessia Puleo,Missouri St (W)
7387,Alessia Puleo,Missouri St. (M)
84307,Alessia Puleo,Missouri St. (M)
240488,Alessia Puleo,Missouri St (W)
76528,Alessia Puleo,Missouri St. (M)
70852,Alex Aung,Rensselaer
103081,Alex Aung,Rensselaer
196045,Alex Aung,Mary Washington
196038,Alex Aung,Mary Washington
196029,Alex Aung,Mary Washington
220292,Alex Aung,Mary Washington
96426,Alex Aung,Rensselaer
87136,Alex Aung,Rensselaer
206920,Alex Aung,Mary Washington
206902,Alex Aung,Mary Washington
52810,Alex Aung,Rensselaer
206894,Alex Aung,Mary Washington
206868,Alex Aung,Mary Washington
206855,Alex Aung,Mary Washington
206848,Alex Aung,Mary Washington
206805,Alex Aung,Mary Washington
2137,Alex Aung,Rensselaer
13096,Alex Aung,Rensselaer
220089,Alex Aung,Mary Washington
220118,Alex Aung,Mary Washington
220141,Alex Aung,Mary Washington
220161,Alex Aung,Mary Washington
220187,Alex Aung,Mary Washington
220203,Alex Aung,Mary Washington
220266,Alex Aung,Mary Washington
196023,Alex Aung,Mary Washington
220308,Alex Aung,Mary Washington
220058,Alex Aung,Mary Washington
196013,Alex Aung,Mary Washington
184558,Alex Aung,Rensselaer
184704,Alex Aung,Mary Washington
184743,Alex Aung,Mary Washington
184738,Alex Aung,Mary Washington
195982,Alex Aung,Mary Washington
184734,Alex Aung,Mary Washington
184724,Alex Aung,Mary Washington
23909,Alex Aung,Rensselaer
184401,Alex Aung,Rensselaer
62325,Alex Aung,Rensselaer
184422,Alex Aung,Rensselaer
206928,Alex Aung,Mary Washington
79439,Alex Aung,Rensselaer
184699,Alex Aung,Mary Washington
184450,Alex Aung,Rensselaer
184700,Alex Aung,Mary Washington
109784,Alex Aung,Rensselaer
184675,Alex Aung,Mary Washington
195200,Alex Aung,Rensselaer
195260,Alex Aung,Rensselaer
195322,Alex Aung,Rensselaer
184592,Alex Aung,Rensselaer
184572,Alex Aung,Rensselaer
184535,Alex Aung,Rensselaer
195607,Alex Aung,Rensselaer
195640,Alex Aung,Rensselaer
195913,Alex Aung,Mary Washington
195968,Alex Aung,Mary Washington
195975,Alex Aung,Mary Washington
95481,Alex Gonzalez,Iowa
153664,Alex Gonzalez,Cincinnati
153702,Alex Gonzalez,Cincinnati
153685,Alex Gonzalez,Cincinnati
139255,Alex Gonzalez,Cincinnati
139243,Alex Gonzalez,Cincinnati
139267,Alex Gonzalez,Cincinnati
108383,Alex Gonzalez,Iowa
164068,Alex Gonzalez,Cincinnati
756,Alex Gonzalez,Iowa
164092,Alex Gonzalez,Cincinnati
164103,Alex Gonzalez,Cincinnati
164110,Alex Gonzalez,Cincinnati
153650,Alex Gonzalez,Cincinnati
153716,Alex Gonzalez,Cincinnati
11639,Alex Gonzalez,Iowa
85820,Alex Gonzalez,Iowa
139275,Alex Gonzalez,Cincinnati
22461,Alex Gonzalez,Iowa
153675,Alex Gonzalez,Cincinnati
39470,Alex Gonzalez,Iowa
102168,Alex Gonzalez,Iowa
61250,Alex Gonzalez,Iowa
133463,Alex Gonzalez,Iowa
133402,Alex Gonzalez,Iowa
133236,Alex Gonzalez,Iowa
69552,Alex Gonzalez,Iowa
133186,Alex Gonzalez,Iowa
51541,Alex Gonzalez,Iowa
133032,Alex Gonzalez,Iowa
139196,Alex Gonzalez,Cincinnati
139231,Alex Gonzalez,Cincinnati
133154,Alex Gonzalez,Iowa
213243,Alex Johnson,Claremont MS
213182,Alex Johnson,Claremont MS
213259,Alex Johnson,Claremont MS
185537,Alex Johnson,Grinnell
213466,Alex Johnson,Claremont MS
213572,Alex Johnson,Claremont MS
213138,Alex Johnson,Claremont MS
213220,Alex Johnson,Claremont MS
185410,Alex Johnson,Grinnell
198206,Alex Johnson,Gustavus
103124,Alex Johnson,Grinnell
79493,Alex Johnson,Grinnell
123762,Alex Johnson,Grinnell
109878,Alex Johnson,Grinnell
70945,Alex Johnson,Grinnell
87210,Alex Johnson,Grinnell
185557,Alex Johnson,Grinnell
24005,Alex Johnson,Grinnell
197685,Alex Johnson,Gustavus
185388,Alex Johnson,Grinnell
34005,Alex Johnson,Grinnell
185360,Alex Johnson,Grinnell
185431,Alex Johnson,Grinnell
197916,Alex Johnson,Gustavus
197885,Alex Johnson,Gustavus
197754,Alex Johnson,Gustavus
197956,Alex Johnson,Gustavus
218872,Alex Johnson,Gustavus
218849,Alex Johnson,Gustavus
218833,Alex Johnson,Gustavus
96474,Alex Johnson,Grinnell
67774,Alex Johnson,Grinnell
218815,Alex Johnson,Gustavus
218795,Alex Johnson,Gustavus
218764,Alex Johnson,Gustavus
218731,Alex Johnson,Gustavus
222104,Alex Johnson,Claremont MS
218686,Alex Johnson,Gustavus
222130,Alex Johnson,Claremont MS
222158,Alex Johnson,Claremont MS
222174,Alex Johnson,Claremont MS
198040,Alex Johnson,Gustavus
198083,Alex Johnson,Gustavus
198137,Alex Johnson,Gustavus
13196,Alex Johnson,Grinnell
222180,Alex Johnson,Claremont MS
222228,Alex Johnson,Claremont MS
198168,Alex Johnson,Gustavus
52901,Alex Johnson,Grinnell
218747,Alex Johnson,Gustavus
291403,Alex Johnson,WCU
291529,Alex Johnson,WCU
291412,Alex Johnson,WCU
291464,Alex Johnson,WCU
2230,Alex Johnson,Grinnell
291436,Alex Johnson,WCU
291507,Alex Johnson,WCU
218758,Alex King,St. John's
50036,Alex King,St. John's
14447,Alex King,St. John's
129980,Alex King,Michigan
218624,Alex King,St. John's
218588,Alex King,St. John's
84259,Alex King,St. John's
129720,Alex King,Michigan
53949,Alex King,St. John's
3406,Alex King,St. John's
25210,Alex King,St. John's
133145,Alex King,Michigan
129927,Alex King,Michigan
119957,Alex King,St. John's
129896,Alex King,Michigan
218773,Alex King,St. John's
218656,Alex King,St. John's
218827,Alex King,St. John's
133174,Alex King,Michigan
132942,Alex King,Michigan
103790,Alex King,St. John's
88323,Alex King,St. John's
133237,Alex King,Michigan
218787,Alex King,St. John's
45337,Alex King,St. John's
129791,Alex King,Michigan
111030,Alex King,St. John's
72027,Alex King,St. John's
130076,Alex King,Michigan
35052,Alex King,St. John's
218864,Alex King,St. John's
67958,Alex King,St. John's
133327,Alex King,Michigan
218840,Alex King,St. John's
191828,Alex Lee,W&J
202479,Alex Lee,W&J
202346,Alex Lee,W&J
202318,Alex Lee,W&J
202296,Alex Lee,W&J
70956,Alex Lee,Gustavus
24018,Alex Lee,Gustavus
187931,Alex Lee,W&J
188022,Alex Lee,W&J
13210,Alex Lee,Gustavus
2244,Alex Lee,Gustavus
191838,Alex Lee,W&J
187919,Alex Lee,W&J
187952,Alex Lee,W&J
191846,Alex Lee,W&J
185664,Alex Lee,Gustavus
218865,Alex Lee,Carleton
218756,Alex Lee,Carleton
212464,Alex Lee,W&J
212443,Alex Lee,W&J
218841,Alex Lee,Carleton
185598,Alex Lee,Gustavus
212420,Alex Lee,W&J
185632,Alex Lee,Gustavus
103132,Alex Lee,Gustavus
87222,Alex Lee,Gustavus
52910,Alex Lee,Gustavus
218634,Alex Lee,Carleton
218769,Alex Lee,Carleton
314328,Alex Sanchez,Hollins
162076,Alex Sanchez,Texas A&M
974,Alex Sanchez,Texas A&M
162128,Alex Sanchez,Texas A&M
19623,Alex Sanchez,Texas A&M
162171,Alex Sanchez,Texas A&M
314487,Alex Sanchez,Hollins
162213,Alex Sanchez,Texas A&M
162255,Alex Sanchez,Texas A&M
314366,Alex Sanchez,Hollins
314400,Alex Sanchez,Hollins
162111,Alex Sanchez,Texas A&M
147161,Alex Sanchez,Texas A&M
314432,Alex Sanchez,Hollins
136338,Alex Sanchez,Texas A&M
155003,Alex Sanchez,Texas A&M
86033,Alex Sanchez,Texas A&M
154966,Alex Sanchez,Texas A&M
154879,Alex Sanchez,Texas A&M
154820,Alex Sanchez,Texas A&M
154786,Alex Sanchez,Texas A&M
154456,Alex Sanchez,Texas A&M
314564,Alex Sanchez,Hollins
314546,Alex Sanchez,Hollins
